id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
18875006,Single bed in shared large room - Parramatta,22300564,Ajit Singh,,Parramatta,-33.81904,151.00768,Shared room,35,90,4,2018-03-25,0.06,1,0,0,
18876440,Newport Paradise,131528001,Kit,,Pittwater,-33.64864,151.30645,Entire home/apt,350,90,2,2018-04-21,0.04,1,0,0,
18661600,Stay in Alexandria - Secure Parking+Balcony+AirCon,2327623,Sara,,Sydney,-33.89693,151.19304,Entire home/apt,231,3,53,2022-08-14,0.82,1,20,7,PID-STRA-24796
18877900,Family home in Sydney Northern Beaches,146212647,Blair,,Warringah,-33.75051,151.25353,Entire home/apt,320,90,2,2017-10-02,0.03,1,0,0,
18880304,Stylish Pad Only 300 Metres To Bondi Beach,97424788,Michael,,Waverley,-33.88744,151.27808,Entire home/apt,150,3,60,2022-08-17,0.97,9,260,21,PID-STRA-16917
19122854,"Sunny city apartment nr CBD, Broadway.",42647,Kym,,Sydney,-33.88234,151.1947,Entire home/apt,135,90,10,2019-03-11,0.16,1,0,0,
18662374,Lovely apartment near Coogee beach! (15 min walk),56862909,Janske,,Randwick,-33.91963,151.24396,Entire home/apt,200,90,1,2017-06-19,0.02,1,0,0,
19123635,PERFECTLY PEACEFUL...Conlon & Co,41215678,Julia,,Leichhardt,-33.85179,151.17928,Entire home/apt,400,5,2,2020-03-01,0.05,44,105,0,PID-STRA-10594
18673633,Comfy room with own bathroom,103047260,Vincy,,Willoughby,-33.79728,151.16313,Private room,70,90,2,2017-07-10,0.03,1,365,0,
19124123,North Bondi apartment room a block from the beach,133658498,Finley,,Waverley,-33.89012,151.28334,Private room,55,90,0,,,1,0,0,
19124202,Camilo's place,133659296,Camilo,,Marrickville,-33.89718,151.15364,Private room,255,90,3,2017-08-04,0.05,2,0,0,
18884005,Bohemian Bondi Abode,9587002,Ally,,Waverley,-33.88489,151.26925,Entire home/apt,160,90,4,2018-01-03,0.06,2,0,0,
18675960,Studio in The Moo! - Long Stays Welcome,129816035,Conor,,Sydney,-33.87322,151.21581,Entire home/apt,124,90,24,2018-08-24,0.37,1,0,0,
18894353,Single Bed available in a Shared Room for a female,104297461,Tatiana,,Ashfield,-33.8922,151.13014,Shared room,26,90,0,,,1,0,0,
19126899,full apartment walk to UNSW,14748565,Noor,,Randwick,-33.92666,151.22928,Entire home/apt,400,300,1,2017-09-11,0.02,1,181,0,
18679317,Tranquil light filled home 7 minutes from  Manly.,5259821,Ann,,Warringah,-33.78583,151.25269,Entire home/apt,250,5,1,2020-01-01,0.03,1,0,0,PID-STRA-7677
19128698,Two Bedroom Apt. walking distance to Bronte Beach,49678825,Michael,,Waverley,-33.89831,151.26546,Entire home/apt,109,90,2,2017-07-26,0.03,1,0,0,
18900607,"Private, quiet, boutique home 1 BR",5041727,Linda,,Manly,-33.79436,151.27958,Private room,140,3,5,2022-03-05,0.10,2,40,1,PID-STRA-3076
18693253,Single Loft Room with desk $220/week - Hyde Park,19669241,Mark,,Sydney,-33.87772,151.20919,Private room,55,90,24,2021-03-22,0.38,4,0,0,
19130341,"Light, spacious with skyline-views, mins from City",12669149,Jonas,,Sydney,-33.90644,151.18399,Entire home/apt,115,15,2,2020-01-03,0.03,1,0,0,PID-STRA-20329
19130806,Mascot一室一厅3 min to train station good city view,133706532,Summer,,Botany Bay,-33.92313,151.18953,Entire home/apt,97,90,0,,,1,0,0,
18693257,convenience house near  park and train station,129229739,Terrence,,Blacktown,-33.76245,150.86309,Entire home/apt,190,2,62,2022-08-29,0.98,3,337,5,PID-STRA-37968
18905476,Lovely Apartment ; king bed and car parking,13061322,Rita,,Sydney,-33.90247,151.20535,Private room,80,90,0,,,1,0,0,
18694945,Neutral bay North Sydney peaceful,85549401,Ray,,North Sydney,-33.83884,151.22089,Private room,100,90,38,2018-04-04,0.59,1,0,0,
18906330,Airy 2 Bed Duplex sleeps 4 + parking + WIFI + gym,49128409,Shirley,,North Sydney,-33.82945,151.22588,Entire home/apt,195,90,33,2021-06-17,0.52,1,0,0,
18915199,"Amazing, sun-filled terrace house!",124941196,Jami,,Sydney,-33.86983,151.2222,Private room,50,90,5,2017-10-07,0.08,1,0,0,
19142692,Bungalow with its own private side entrance.,63194575,Ante,,Fairfield,-33.85291,150.89332,Entire home/apt,150,90,0,,,1,364,0,
18710941,Secure Apartment in the Middle of City,130091709,Crystal,,Sydney,-33.89726,151.20062,Private room,78,90,17,2020-01-06,0.27,1,180,0,
19145233,Harbour Palace-5 STAR LUXURY APARTMENT,133456564,Michael,,Sydney,-33.87559,151.20495,Entire home/apt,271,2,113,2022-09-04,1.80,1,63,15,PID-STRA-16470
19147466,"Sunny room with courtyard, Sydney Ashfield",129417431,Boris,,Ashfield,-33.88069,151.12301,Private room,42,90,0,,,1,0,0,
18915380,A comfy queen size bedroom in a New Apartment,33544006,Daniel,,Sutherland Shire,-34.03559,151.05642,Private room,40,90,7,2019-07-20,0.11,1,0,0,
18917356,"Double sized room with king bed, perfect location",20373808,Matt,,Sydney,-33.89959,151.19014,Private room,62,90,3,2017-06-17,0.05,1,0,0,
18712132,Bondi Beach view pad,25875310,Matt,,Waverley,-33.89598,151.27284,Private room,250,90,1,2017-08-27,0.02,2,364,0,
18918623,"Quiet, nice and spacious room near Central Station",29796939,Renato,,Sydney,-33.88753,151.19703,Private room,50,90,5,2017-12-16,0.08,1,0,0,
19149830,Spacious room in cute historic cottage,133890298,Tim,,Sydney,-33.88234,151.18034,Private room,70,90,15,2017-09-18,0.24,1,0,0,
19161323,Amazing views in a luxurious share master room,96210934,Marce,,Randwick,-33.90545,151.21772,Shared room,35,90,0,,,2,0,0,
19162120,Big Bedroom/Family Room -Airport:20min -City:30min,105915413,Thor,,City Of Kogarah,-33.98876,151.09333,Private room,71,90,41,2020-03-28,0.64,4,0,0,
19164401,Big room close to CBD with backyard & BBQ,61907880,Malin,,Randwick,-33.91629,151.24165,Private room,30,90,4,2017-10-09,0.06,1,0,0,
19165058,Beautiful Apartment near Bondi Junction,132587029,Solange,,Woollahra,-33.88851,151.24091,Private room,50,90,1,2017-06-20,0.02,1,0,0,
18721201,Comfortable one bedroom in tranquil neighbourhood,66397709,Mariya,,The Hills Shire,-33.72313,151.00744,Private room,27,90,0,,,1,0,0,
19166553,'Ginger Bread' Terrace Private Room,76246844,Caroline,,Waverley,-33.89032,151.2439,Private room,76,90,6,2018-08-09,0.09,1,89,0,
18919668,Tree Top Apartment,15847465,Hugh,,Sydney,-33.87183,151.22967,Entire home/apt,476,7,53,2022-07-22,0.83,1,221,10,PID-STRA-23797
18723104,Charming studio in Summer Hill,7104564,Rudson,,Ashfield,-33.89011,151.13486,Entire home/apt,81,90,0,,,1,0,0,
18922860,Huge one bedroom apartment in Ultimo,131894207,Christy,,Sydney,-33.88444,151.19676,Entire home/apt,120,90,2,2017-05-26,0.03,1,0,0,
18725130,Perfect spot between Bondi and CBD,81251491,Heidi,,Sydney,-33.89095,151.2327,Entire home/apt,119,90,7,2018-01-10,0.11,1,0,0,
19169681,"Yes, it's true! Freshwater, 2 mins from beach #2",7209717,Allison,,Warringah,-33.77984,151.28737,Entire home/apt,286,2,66,2022-08-14,1.19,2,232,13,PID-STRA-7688
18726722,Large room with balcony in a cosy hidden Abode,901216,Rina,,City Of Kogarah,-33.97059,151.11646,Entire home/apt,60,90,8,2017-08-18,0.12,1,0,0,
19170060,Sam and Scarlett's Place,134061161,Samuel,,Sydney,-33.86865,151.22472,Entire home/apt,140,90,29,2020-04-04,0.47,1,285,0,
18932548,Sydney - Modern House Fire Pit,37446111,Jenni,,North Sydney,-33.82898,151.21747,Entire home/apt,150,90,3,2017-07-05,0.05,1,0,0,
18735213,Rosbery apartment,107265803,Caoimhe,,Sydney,-33.91461,151.20934,Private room,30,90,0,,,1,0,0,
18933556,Relax into Outdoor Living at a Free-Flowing Family Retreat,7658613,Anthony,,Mosman,-33.82419,151.23229,Entire home/apt,200,90,2,2019-06-15,0.05,1,0,0,PID-STRA-3961
18934075,Freshwater Surf Apartment,27486738,Olly,,Warringah,-33.77379,151.2801,Entire home/apt,85,90,1,2017-07-19,0.02,1,0,0,
19171254,Private Zen Studio - self contained - close city,11707860,Sarah,,Marrickville,-33.91172,151.15456,Entire home/apt,95,1,16,2022-09-06,0.28,1,157,14,PID-STRA-25916
18736715,Quaint Single Room,51106997,The Gallo Family,,Sydney,-33.88009,151.19943,Private room,65,3,5,2022-05-24,0.30,1,116,2,PID-STRA-8113
19175773,Urban Escape - Parramatta,93459894,Shirley,,Parramatta,-33.81424,150.99814,Entire home/apt,280,5,92,2022-09-03,1.46,4,132,12,PID-STRA-2172
19180517,Deluxe Rose Bay's best-kept secret,134149752,Renato,,Waverley,-33.87944,151.27118,Entire home/apt,420,90,0,,,1,0,0,
18935792,Bondi BeachFront Apartment,132002254,Alex,,Waverley,-33.89259,151.27452,Entire home/apt,379,28,49,2020-03-13,0.77,5,365,0,PID-STRA-17277
18737646,Private room with ensuite Darlinghurst/Surry Hills,2855698,David,,Sydney,-33.88017,151.21225,Private room,70,90,112,2021-06-22,1.75,5,195,0,
18937153,Spacious room with private bathroom,14516778,Ahmed,,Botany Bay,-33.92224,151.18958,Private room,52,90,11,2019-08-03,0.18,1,0,0,
19183245,"Modern cottage w full ocean views, 200m to beach!",134180687,Lauren,,Warringah,-33.72693,151.29535,Entire home/apt,125,90,15,2018-09-23,0.24,1,0,0,
18738779,Balmain Terrace with City Views,130359104,Daniel,,Leichhardt,-33.85793,151.1875,Entire home/apt,240,90,13,2018-12-30,0.21,1,0,0,
19189608,Spacious and Private Room in Heart of Padstow,83419447,Daniel & Elena,,Bankstown,-33.95273,151.03285,Private room,35,90,91,2021-06-18,1.43,2,91,0,
18743534,Modern Sydney Harbour apartment,121992447,Thiago,,Sydney,-33.86997,151.21791,Private room,45,90,0,,,1,0,0,
19197565,Your home in Eastwood Sydney,129171130,Max,,Ryde,-33.79686,151.07852,Private room,30,90,3,2018-10-05,0.05,2,0,0,
18938966,Central Surry Hills,14215046,Monica,,Sydney,-33.88613,151.21317,Entire home/apt,190,90,0,,,1,0,0,
18758070,Spacious sunny + renovated 2 bedrm unit w balcony,115111883,Kirstie,,Warringah,-33.78502,151.2693,Entire home/apt,77,90,0,,,1,0,0,
18758501,Beachside House - Garden Oasis,1758567,Miles,,Waverley,-33.8888,151.26794,Entire home/apt,450,7,3,2019-01-01,0.05,1,349,0,PID-STRA-11269
18947918,Maroubra Beach Stunner,5027083,Melanie,,Randwick,-33.94644,151.25826,Entire home/apt,500,90,0,,,1,0,0,
19197922,1 Bed Apartment with oceans views near Manly,52243859,Brigitte,,Warringah,-33.75983,151.286,Entire home/apt,139,90,15,2020-01-26,0.23,1,220,0,
19200448,The Newport,24528218,Wendy,,Pittwater,-33.65364,151.31469,Entire home/apt,480,90,0,,,1,0,0,
19200618,2-bed modern & spacious apartment Randwick,50964219,Claire,,Randwick,-33.90693,151.24276,Entire home/apt,250,90,2,2018-01-07,0.03,1,0,0,
18762366,North Facing Queen bedroom w parking. Bright.,30435598,Gregor,,Randwick,-33.94071,151.2448,Private room,49,90,18,2018-07-27,0.28,1,0,0,
19205397,Spot available,76100875,Giovanni,,Sydney,-33.87277,151.19402,Shared room,38,90,7,2019-07-15,0.12,4,0,0,
19211217,Queens of Redfern,70570759,Vien,,Sydney,-33.89049,151.20786,Private room,45,90,54,2019-06-30,0.86,1,90,0,
19211970,Cozy studio near Bondi beach,45993900,Jakub,,Waverley,-33.89262,151.26392,Entire home/apt,60,90,0,,,1,0,0,
18764001,Private room with your own balcony in Bankstown.,46410960,Irene,,Bankstown,-33.90853,151.03672,Private room,45,90,0,,,1,0,0,
19212466,Grange by the Sea,20201032,Sharna,,Warringah,-33.76221,151.29266,Entire home/apt,680,90,0,,,1,0,0,
18764129,Amazing one bedroom apartment!,22560479,Jamie,,Sydney,-33.87544,151.22775,Entire home/apt,106,90,4,2017-09-30,0.06,1,0,0,
19212991,Beautiful Sun Lit Double Bedroom with Ensuite,134457264,Iain,,Waverley,-33.86253,151.2802,Private room,45,90,0,,,1,0,0,
18949321,Coogee's most loved retreat,123969469,Renato,,Randwick,-33.92237,151.24997,Entire home/apt,207,90,0,,,1,0,0,
18765294,"""Beautiful 2 bedroom house at prime location""",97306767,Shirley,,Parramatta,-33.77842,151.06299,Entire home/apt,140,3,42,2022-08-01,0.68,1,168,17,PID-STRA-25977
18949706,"Palm Casa w Pool,AC,huge garden.Beach fam Retreat!",34319354,Han,,Pittwater,-33.62225,151.33358,Entire home/apt,2000,3,21,2022-02-22,0.37,2,352,5,PID-STRA-3169
19213471,Art-deco apartment near Bronte beach!,6398723,Hugo,,Waverley,-33.9059,151.25581,Entire home/apt,90,90,4,2017-12-13,0.06,1,0,0,
19213600,"Private bedroom, bathroom and lounge area",36108984,Nicolas,,Randwick,-33.93502,151.24251,Private room,75,90,3,2017-07-14,0.05,1,0,0,
19214531,Large private room,8992800,Thalia,,Randwick,-33.92482,151.25473,Private room,70,90,0,,,1,0,0,
19214799,Private Room in Darlington (5 mins from Central),45576851,Jonathan,,Sydney,-33.88942,151.19684,Private room,45,90,0,,,2,0,0,
18773969,Brand New 1BR Apt near racecourse and Olympic park,26139642,Helen & Kelvin,,Parramatta,-33.82028,151.02102,Entire home/apt,154,2,83,2022-08-18,1.29,1,71,16,PID-STRA-33780
19215025,"Private room in the heart of Sydney, pyrmont",122170700,Nicola,,Sydney,-33.87029,151.19816,Private room,70,90,0,,,1,0,0,
19215051,Modern House with Sunny Backyard,4953252,Julia,,Marrickville,-33.90559,151.17875,Entire home/apt,95,90,0,,,1,0,0,
19215365,eastwood 16平带独立卫浴主人套房欢迎您,126845776,锦阳,,Ryde,-33.79183,151.06883,Shared room,600,300,0,,,1,358,0,
19229372,Your family home in Eastwood,129171130,Max,,Ryde,-33.79562,151.0765,Private room,26,90,1,2017-09-28,0.02,2,0,0,
18950649,Beautiful Holiday House / central location,111041478,Van,,City Of Kogarah,-33.97024,151.12987,Entire home/apt,120,90,44,2020-04-01,0.71,1,0,0,
18950928,Rare gem in the middle of the East,34151097,Keri,,Randwick,-33.90932,151.25018,Private room,37,90,0,,,1,0,0,
18951307,Beautiful Bondi Beach private room,54743524,Lydia,,Waverley,-33.89045,151.26484,Private room,50,90,1,2017-07-11,0.02,1,0,0,
18777946,"Comfy, convenient, all you need cheap apartment",33442505,Kam,,Burwood,-33.87439,151.09551,Private room,54,90,4,2017-07-16,0.06,1,0,0,
18961563,Modern 2 bed 2 bath next to Centennial Park,132226991,Ilan,,Randwick,-33.90639,151.24137,Entire home/apt,120,90,6,2018-05-20,0.10,1,0,0,
18778293,Stylish Manly Beach Hideaway,128639613,Adrian,,Manly,-33.79293,151.28422,Entire home/apt,120,90,0,,,1,0,0,
19230770,Spacious Bedroom in Charming Bayside Apartment,11778428,Michelle,,Woollahra,-33.86773,151.27039,Private room,129,3,4,2019-03-15,0.06,2,0,0,PID-STRA-22469-9
18778583,Victorian Rocks Terrace Retreat with Backyard Patio,88800829,Catherine,,Sydney,-33.85776,151.20656,Entire home/apt,344,5,93,2022-08-25,1.52,6,167,24,PID-STRA-16634
19231253,"12 minute walk to Bondi, quiet, cosy home.",74378093,Kerry,,Woollahra,-33.88529,151.2649,Private room,50,90,5,2018-05-31,0.08,1,0,0,
19235647,Nice Room in Redfern ideal for a couple,122042059,Sthefanny,,Sydney,-33.89088,151.20312,Private room,58,90,0,,,1,0,0,
19238057,SYDNEY! Great Stay For Holiday,83419447,Daniel & Elena,,Bankstown,-33.95479,151.0337,Private room,35,90,65,2020-07-04,1.02,2,90,0,
18963048,Ocean Breeze Luxury Escape,10220045,Jeni,,Waverley,-33.89984,151.25784,Entire home/apt,900,5,4,2022-01-03,0.12,1,0,2,PID-STRA-15392
19364161,Main Street Delight in Balmain,15500187,Evan,,Leichhardt,-33.85746,151.17339,Private room,80,90,26,2018-11-29,0.41,1,0,0,
18963289,Beautiful bondi apartment.,132246301,Syama,,Waverley,-33.89327,151.27404,Private room,70,90,6,2020-04-01,0.09,1,0,0,
18963386,Bright 1 bedroom and bathroom (room),43536936,John,,Sydney,-33.87009,151.1909,Private room,120,90,2,2017-08-20,0.03,1,0,0,
19247798,PRIVATE ROOM IN BONDI BEACH,28691683,Carla,,Waverley,-33.89241,151.26684,Private room,45,90,1,2017-06-22,0.02,1,0,0,
19364523,2 Bedroom - Top floor apartment with light & charm,22142007,Paul,,North Sydney,-33.82752,151.2099,Entire home/apt,175,90,1,2017-06-20,0.02,1,0,0,
19364722,Private room minutes away from Bondi Beach,7948797,Jennifer,,Waverley,-33.88855,151.27071,Private room,66,90,4,2018-01-03,0.06,1,0,0,
19248145,Discount- Peaceful modern with bush views and pool,25670523,Pauline,,Lane Cove,-33.81723,151.15862,Entire home/apt,181,1,271,2022-09-03,4.81,2,209,67,PID-STRA-3762
18963454,Dee Why apartment 10 minute walk to the beach,132247973,Nelun,,Warringah,-33.74835,151.29002,Private room,50,90,53,2020-03-05,0.83,1,181,0,
19366355,Amazing apartment with Huge Balcony,135756906,Renato,,Waverley,-33.89828,151.2599,Entire home/apt,123,90,0,,,1,0,0,
19366639,New Apartment in the heart of Surry Hills,135760380,Margaret,,Sydney,-33.89005,151.21383,Entire home/apt,175,90,5,2017-10-22,0.08,1,0,0,
19368692,Loft Style Living: Sophisticated Urban Retreat,283498077,Dom,,Sydney,-33.88451,151.20817,Entire home/apt,181,2,238,2022-07-22,3.91,26,355,30,PID-STRA-10258-1
18965547,A beautiful new home - CBD,65554,Patrick,,Sydney,-33.87564,151.21845,Private room,90,90,24,2018-02-23,0.38,1,91,0,
18967225,Quite and connivence private rooom A,49687647,Kun,,Hurstville,-33.96845,151.11349,Private room,200,365,69,2020-02-27,1.09,1,181,0,
19249217,Nearly new 2bedroom Granny flat to Airport  3.3km,133983093,Ye,,Rockdale,-33.95853,151.14522,Entire home/apt,53697,1,183,2022-07-17,2.88,3,130,5,PID-STRA-16434
19250621,Bedroom by the Beach,13395151,Agathe,,Waverley,-33.89431,151.27159,Private room,50,90,3,2020-06-24,0.05,1,267,0,
19370026,Comfy room in quiet suburb,28281914,Jane,,Marrickville,-33.907,151.14761,Private room,65,90,0,,,1,0,0,
19251369,Cozy beach apartment bondi beach,134810352,Samuele,,Waverley,-33.88587,151.28059,Private room,80,90,0,,,2,0,0,
19252202,Large room in a strategic position,86407233,Ilaria,,Randwick,-33.91082,151.23551,Private room,62,90,0,,,2,0,0,
19372039,Comfortable Spacious 1 bedroom apartment-call HOME,49252703,Lolita,,The Hills Shire,-33.79142,150.99883,Entire home/apt,75,90,19,2018-12-06,0.31,1,0,0,
18975743,House-size 3 double bedroom Bondi Beach Apartment,100744,Natalie,,Woollahra,-33.88477,151.26592,Entire home/apt,300,9,4,2019-01-02,0.06,1,0,0,PID-STRA-36090
19372133,"Cozy, Clean & Quiet Unit close to shops & buses!",2938039,Ryan,,Randwick,-33.9148,151.24574,Entire home/apt,200,90,0,,,1,0,0,
19372884,A private room close to Sydney airport & city,119565206,Minja,,Sydney,-33.90807,151.20496,Private room,83,90,3,2019-09-27,0.05,1,181,0,
18979822,Loft style living in paradise! Pool access,34319354,Han,,Pittwater,-33.62139,151.33402,Entire home/apt,263,100,31,2019-03-23,0.51,2,353,0,PID-STRA-3169
19258657,Large master bedroom close to Manly Wharf & Beach,134854336,Nathan,,Manly,-33.79399,151.28325,Private room,70,90,6,2018-02-17,0.09,4,0,0,
19260096,Sydney Luxury Harbor View Apartment,117709571,Helen,,Waverley,-33.89265,151.24771,Private room,110,90,1,2018-02-27,0.02,1,0,0,
19376053,Bright & airy in the heart of vibrant Chippendale!,47357384,Andrew,,Sydney,-33.88684,151.20092,Entire home/apt,100,90,120,2020-12-14,1.91,2,0,0,
18981030,Super friendly sharehouse,118113031,Daniel,,Sydney,-33.92119,151.20211,Private room,38,90,4,2017-07-22,0.06,2,0,0,
19376163,Modern One Bedroom One Study-Home Office Apartment,126254048,Connie,,Auburn,-33.82888,151.07664,Entire home/apt,180,90,4,2018-03-07,0.07,1,0,0,
18982369,★Touch of Luxury★2-Levels★2 Kitch★Backyard★Parking,82409162,Anthony,,Parramatta,-33.77607,150.96599,Entire home/apt,566,90,115,2020-07-03,1.90,2,0,0,
19376494,waterloo 主卧 独立卫生间,135746008,Liting,,Sydney,-33.89966,151.21484,Private room,60,90,0,,,1,0,0,
19270094,"New Townhouse, Sleeps 6, Parking for 1 Car, Garden",12196870,Mark,,Penrith,-33.76484,150.79291,Entire home/apt,123,2,225,2022-09-04,3.56,3,229,14,PID-STRA-3145
19387953,Private room in cosy terrace house,17107757,Raphaelle,,Sydney,-33.86896,151.22184,Private room,47,90,2,2017-07-25,0.03,1,0,0,
19271522,Entire apartment in Woollahra,21310267,Nakul,,Woollahra,-33.88845,151.2416,Entire home/apt,100,90,3,2017-07-30,0.05,1,0,0,
18982506,Single bedroom special offer in Darlinghurst,132420992,Fermi,,Sydney,-33.87821,151.22144,Private room,30,90,0,,,1,0,0,
19389413,Private studio in the very heart of Balmain.,112303847,Sacha,,Leichhardt,-33.85689,151.17656,Entire home/apt,133,90,17,2017-11-04,0.27,1,0,0,
19272802,Bondi Junction Short term room,9488035,Laurie,,Woollahra,-33.88896,151.25456,Private room,60,90,0,,,1,0,0,
19390246,Chic and Central Surry Hills Apartment,20885290,Lotus,,Sydney,-33.88609,151.20826,Entire home/apt,150,90,3,2017-07-27,0.05,1,0,0,
19390357,Beachside Apartment - Modern and Light,27969475,Leah,,Randwick,-33.92258,151.25679,Private room,79,90,2,2017-11-21,0.03,1,0,0,
18983554,Perfect for the holiday!,98120296,Vinicius,,Marrickville,-33.91536,151.14676,Private room,60,90,0,,,1,0,0,
19393657,Bedroom in a complete apartament next to Coogee,135929674,Fernanda,,Randwick,-33.91525,151.2397,Private room,70,90,1,2017-06-21,0.02,1,0,0,
